year,electedas,name,party,ac,pc,mandal,area,ward,age,community,edu,electioncat,occupation,sex,tot,votes
2014,MPTC,Dhane Nageswaramma,YSRCP,,Anantapur,Gooty,Kojjepalli,,,,,BC(W),,F,,
2014,MPTC,Nagepalli Neela Rani,TDP,,Anantapur,Gooty,Kothapeta,,,,,SC(W),,F,,
2014,MPTC,Jalla Jayalakshmi,YSRCP,,Anantapur,Gooty,P.Yerragudi,,,,,UR(W),,F,,
2014,MPTC,Venkatalakshmi,TDP,,Anantapur,Gooty,Peddoddi,,,,,BC(W),,F,,
2014,MPTC,Kuruva Sankar,TDP,,Anantapur,Gooty,Thurakapalli,,,,,UR,,M?,,
2014,MPTC,Pedda Ranganna,TDP,,Anantapur,Gooty,Ubicherla,,,,,SC,,M?,,
2014,MPTC,Erriswamy,TDP,,Anantapur,Gummagatta,Bhupasamudram,,,,,SC,,M?,,
2014,MPTC,Hemakka,YSRCP,,Anantapur,Gummagatta,Galagala,,,,,UR(W),,F,,
2014,MPTC,H.Maalashri,TDP,,Anantapur,Gummagatta,Gollapalli,,,,,SC(W),,F,,
2014,MPTC Vice President,Chinna Anumakka,TDP,,Anantapur,Gummagatta,Gonbhavi,,,,,BC(W),,F,,
2014,MPTC President,Kuruba Girimallappa,TDP,,Anantapur,Gummagatta,Gummagatta,,,,,BC,,M?,,
2014,MPTC,Talari Sukanya,YSRCP,,Anantapur,Gummagatta,Kalugodu 1,,,,,UR(W),,F,,
2014,MPTC,N.Govindudu,TDP,,Anantapur,Gummagatta,Kalugodu 2,,,,,UR,,M?,,
2014,MPTC,K.Marekka,TDP,,Anantapur,Gummagatta,Marempalli,,,,,BC(W),,F,,
2014,MPTC,Kotla Hanumantahappa,TDP,,Anantapur,Gummagatta,Netrapalli,,,,,BC,,M?,,
2014,MPTC,Pujari Palaiah,TDP,,Anantapur,Gummagatta,Pulakunta,,,,,UR,,M?,,
2014,MPTC,Sujatha,TDP,,Anantapur,Gummagatta,Rangasamudram,,,,,SC(W),,F,,
2014,MPTC,N.Lingappa,TDP,,Anantapur,Gummagatta,Sirigedoddi,,,,,UR,,M?,,
2014,MPTC,Boya Eshwarapp,TDP,,Anantapur,Gummagatta,Tallakera 1,,,,,BC,,M?,,
2014,MPTC,Golla Kariyamma,YSRCP,,Anantapur,Gummagatta,Tallakera 2,,,,,BC(W),,F,,
2014,MPTC,S.Naraynamma,TDP,,Anantapur,Guntakal,Ayyavaripalli,,,,,BC(W),,F,,
2014,MPTC,K.Sunkamma,YSRCP,,Anantapur,Guntakal,Dancherla,,,,,BC(W),,F,,
2014,MPTC,C.Narayanaswamy,YSRCP,,Anantapur,Guntakal,Dosaludiki,,,,,BC,,M?,,
2014,MPTC,Allu Sreenivasulu,TDP,,Anantapur,Guntakal,G.Kottala,,,,,UR,,M?,,
2014,MPTC Vice President,K.Vaidehi,TDP,,Anantapur,Guntakal,Kasapuram,,,,,UR(W),,F,,
2014,MPTC,Savithramma,TDP,,Anantapur,Guntakal,Konganapalli,,,,,SC(W),,F,,
2014,MPTC,H.Adi Narayana,TDP,,Anantapur,Guntakal,Molakalapenta,,,,,SC,,M?,,
2014,MPTC,Sugali Pushpalatha,TDP,,Anantapur,Guntakal,N.Venkatampalli,,,,,ST(W),,F,,
2014,MPTC,S.Muniswamy,TDP,,Anantapur,Guntakal,Nagasamudram,,,,,UR,,M?,,
2014,MPTC President,R.Ramaiah,TDP,,Anantapur,Guntakal,Nakkanadoddi,,,,,UR,,M?,,
2014,MPTC,P.Bhagyamma,YSRCP,,Anantapur,Guntakal,Nelagonda,,,,,BC(W),,F,,
2014,MPTC,M.Mallikarjuna,YSRCP,,Anantapur,Guntakal,Patha Kothacheruvu,,,,,BC,,M?,,
2014,MPTC,Lakshmidevi,YSRCP,,Anantapur,Guntakal,Y.T.Cheruvu,,,,,UR(W),,F,,
2014,MPTC,Yallakka,YSRCP,,Anantapur,Kalyandurg,Borampalli,,,,,SC(W),,F,,
2014,MPTC,G.Lalithamma,TDP,,Anantapur,Kalyandurg,Chapiri,,,,,BC(W),,F,,
2014,MPTC,N.Dona Thimma,TDP,,Anantapur,Kalyandurg,Duradkunta,,,,,UR,,M?,,
2014,MPTC,Mutyalamma,TDP,,Anantapur,Kalyandurg,East Kodipalli,,,,,BC(W),,F,,
2014,MPTC,Marekka,TDP,,Anantapur,Kalyandurg,Garudapuram,,,,,ST(W),,F,,
2014,MPTC Vice President,Boya.Venkatesulu,TDP,,Anantapur,Kalyandurg,Golla,,,,,UR,,M?,,
2014,MPTC,K.Palamma,TDP,,Anantapur,Kalyandurg,Hulikallu,,,,,UR(W),,F,,
2014,MPTC President,K.G.Manjula,TDP,,Anantapur,Kalyandurg,Kothuru,,,,,SC,,M?,,
2014,MPTC,M.Laxmidevi,TDP,,Anantapur,Kalyandurg,Manirevu,,,,,UR(W),,F,,
2014,MPTC,Gangamma,TDP,,Anantapur,Kalyandurg,Muddinayanapalli,,,,,UR(W),,F,,
2014,MPTC,Chandramihan,TDP,,Anantapur,Kalyandurg,Narayanapuram,,,,,BC,,M?,,
2014,MPTC,Govindappa,TDP,,Anantapur,Kalyandurg,Palavoi,,,,,UR,,M?,,
2014,MPTC,Adeppa,TDP,,Anantapur,Kalyandurg,Thimmasamudram,,,,,UR,,M?,,
2014,MPTC,H.Marenna,TDP,,Anantapur,Kambadur,Mulakanur,,,,,SC,,M?,,
2014,MPTC,Suresh,TDP,,Anantapur,Kambadur,Kambadur 1,,,,,BC,,M?,,
2014,MPTC,S.Habeeb,TDP,,Anantapur,Kambadur,Kambadur 2,,,,,BC,,M?,,
2014,MPTC Vice President,T.Siddalingamma,TDP,,Anantapur,Kambadur,Kambadur 3,,,,,BC(W),,F,,
2014,MPTC,Lakshmamma,TDP,,Anantapur,Kambadur,Kambadur 4,,,,,SC(W),,F,,
2014,MPTC,K.Suvarnamma,TDP,,Anantapur,Kambadur,Thimmapuram 1,,,,,UR(W),,F,,
2014,MPTC,Bharathi,TDP,,Anantapur,Kambadur,Thimmapuram 2,,,,,SC(W),,F,,
2014,MPTC,Nagaraju,YSRCP,,Anantapur,Kambadur,Marimakulapalli,,,,,SC,,M?,,
2014,MPTC,T.Govinda Chowdari,IND,,Anantapur,Kambadur,Pallur,,,,,UR,,M?,,
2014,MPTC,S.Sreedevi,TDP,,Anantapur,Kambadur,Gollapalli,,,,,ST(W),,F,,
2014,MPTC President,A.Lakshminarayana,TDP,,Anantapur,Kambadur,Nuthimadugu,,,,,UR,,M?,,
2014,MPTC,B.Ramanjineyulu,TDP,,Anantapur,Kambadur,Karthanaparthi,,,,,UR,,M?,,
2014,MPTC,Lakshmidevi,YSRCP,,Anantapur,Kambadur,Ralla Ananthapuram,,,,,UR(W),,F,,
2014,MPTC,T.Obamma,TDP,,Anantapur,Kambadur,Chennampalli,,,,,BC(W),,F,,
2014,MPTC,T.Lakshmidevi,TDP,,Anantapur,Kambadur,Kurakulapalli,,,,,BC(W),,F,,
2014,MPTC,J.J.T Prabhakar Reddy,YSRCP,,Anantapur,Kanekal,Benikal,,,,,UR,,M?,,
2014,MPTC,Papannagari Lavanya,TDP,,Anantapur,Kanekal,Bramhasamudram,,,,,BC(W),,F,,
2014,MPTC,Gujjala Gangappa,YSRCP,,Anantapur,Kanekal,Ganigera,,,,,BC,,M?,,
2014,MPTC,P.Nagaveni,IND,,Anantapur,Kanekal,Garudachedu,,,,,UR(W),,F,,
2014,MPTC Vice President,V.Sujatha,TDP,,Anantapur,Kanekal,Hanakanahal,,,,,BC(W),,F,,
2014,MPTC,Ramanjinamma,TDP,,Anantapur,Kanekal,Hulikera,,,,,UR(W),,F,,
2014,MPTC,R.Anasuyamma,TDP,,Anantapur,Kanekal,Jakkalvadiki,,,,,BC(W),,F,,
2014,MPTC,Usha Rani,YSRCP,,Anantapur,Kanekal,Kalekurthi,,,,,UR,,M?,,
2014,MPTC,Fakruddinsab,TDP,,Anantapur,Kanekal,Kanekal 2,,,,,UR,,M?,,
2014,MPTC,Nabirasul,TDP,,Anantapur,Kanekal,Kanekal 3,,,,,BC,,M?,,
2014,MPTC,M.Savithri,TDP,,Anantapur,Kanekal,Kanekal 4,,,,,BC,,M?,,
2014,MPTC,Harijana Lakshmi,YSRCP,,Anantapur,Kanekal,Kanekal 5,,,,,SC(W),,F,,
2014,MPTC President,Pathimabi,TDP,,Anantapur,Kanekal,Kanekal 1,,,,,UR,,M?,,
2014,MPTC,Jyothamma,TDP,,Anantapur,Kanekal,Malyam,,,,,UR(W),,F,,
2014,MPTC,Anjinamma,TDP,,Anantapur,Kanekal,N.Hanumapuram,,,,,BC(W),,F,,
2014,MPTC,Harijana Anjali,YSRCP,,Anantapur,Kanekal,Sollapuram,,,,,SC(W),,F,,
2014,MPTC,Devamma,TDP,,Anantapur,Kanekal,Thumbiganuru,,,,,UR,,M?,,
2014,MPTC,Vandrappa,TDP,,Anantapur,Kanekal,Yerragunta 2,,,,,SC,,M?,,
2014,MPTC,Lingamma,TDP,,Anantapur,Kanekal,Yerragunta 1,,,,,UR(W),,F,,
2014,MPTC,Jenne Lakshminarayana,TDP,,Anantapur,Kudair,Cholasamudram,,,,,SC,,M?,,
2014,MPTC,Bandi Sivamma,YSRCP,,Anantapur,Kudair,Gotukur,,,,,BC,,M?,,
2014,MPTC,Avula Sujatha,TDP,,Anantapur,Kudair,Ipperu,,,,,UR(W),,F,,
2014,MPTC,Pilligovula Neelavathi,TDP,,Anantapur,Kudair,Kammur,,,,,BC(W),,F,,
2014,MPTC Vice President,Bandur Patil Rajasekhar,YSRCP,,Anantapur,Kudair,Korrakodu,,,,,UR,,M?,,
2014,MPTC,Pujari Muthyalakka,YSRCP,,Anantapur,Kudair,Kuderu,,,,,SC(W),,F,,
2014,MPTC,Kondapalli Maheswari,YSRCP,,Anantapur,Kudair,Kuderu  1,,,,,UR,,M?,,
2014,MPTC,Pothurai Lakshmi,TDP,,Anantapur,Kudair,Marutla,,,,,BC(W),,F,,
2014,MPTC,Sake Sunitha,YSRCP,,Anantapur,Kudair,P.Narayanapuram,,,,,ST(W),,F,,
2014,MPTC,Mannala Lakshmidevi,YSRCP,,Anantapur,Kudair,Thimmapuram,,,,,UR(W),,F,,
2014,MPTC President,S. Umamaheswari,YSRCP,,Anantapur,Kudair,Udiripikonda,,,,,UR,,M?,,
2014,MPTC,C.Shafi Sab,TDP,,Anantapur,Kundurpi,Appilepalli,,,,,BC,,M?,,
2014,MPTC,Nagarathnamma,YSRCP,,Anantapur,Kundurpi,Basapuram,,,,,SC(W),,F,,
2014,MPTC,Jayamma Ule,TDP,,Anantapur,Kundurpi,Bestharapalli,,,,,BC(W),,F,,
2014,MPTC Vice President,G.Ravi,TDP,,Anantapur,Kundurpi,Jambhugumpala,,,,,UR,,M?,,
2014,MPTC,Lakshmi Devi,TDP,,Anantapur,Kundurpi,Kundurpi  1,,,,,UR(W),,F,,
2014,MPTC,Siddapuram Manjamma,YSRCP,,Anantapur,Kundurpi,Kundurpi  2,,,,,UR(W),,F,,
2014,MPTC,Nagamani,TDP,,Anantapur,Kundurpi,Mahanthapuram,,,,,BC(W),,F,,
2014,MPTC,A.Nagaraju,YSRCP,,Anantapur,Kundurpi,Malayanur 1,,,,,SC,,M?,,
2014,MPTC,Santhosh Malleppa Gari,YSRCP,,Anantapur,Kundurpi,Malayanur 2,,,,,UR,,M?,,
2014,MPTC,Bommakka,YSRCP,,Anantapur,Kundurpi,Nijavalli,,,,,UR(W),,F,,
2014,MPTC,Gavi Sidda,TDP,,Anantapur,Kundurpi,Tenagal,,,,,BC,,M?,,
2014,MPTC,V.Thippeswamy,TDP,,Anantapur,Kundurpi,Thumukunta,,,,,UR,,M?,,
2014,MPTC President,Harijana Deenamma,TDP,,Anantapur,Kundurpi,Yenumuladoddi 1,,,,,SC(W),,F,,
2014,MPTC,K.Basavaraj,TDP,,Anantapur,Kundurpi,Yenumuladoddi 2,,,,,UR,,M?,,
2014,MPTC,Kuruba Marekka,TDP,,Anantapur,Kundurpi,Yerragunta,,,,,BC(W),,F,,
2014,MPTC,Cheemala Lakshminarayanamma,TDP,,Anantapur,Narpala,B.Pappuru,,,,,SC(W),,F,,
2014,MPTC,Talari Kullayappa,TDP,,Anantapur,Narpala,Bandlapalli,,,,,BC,,M?,,
2014,MPTC,Konanki Lakshmidevi,TDP,,Anantapur,Narpala,Bondalawada,,,,,UR(W),,F,,
2014,MPTC,Bhavamma,TDP,,Anantapur,Narpala,Chamaluru,,,,,UR(W),,F,,
2014,MPTC,Kovuri Kalavathi,YSRCP,,Anantapur,Narpala,Dugumarri,,,,,UR(W),,F,,
2014,MPTC Vice President,Talari Thippanna,TDP,,Anantapur,Narpala,Gaddamnagepalli,,,,,UR,,M?,,
2014,MPTC,Manjula Lakshmidevi,YSRCP,,Anantapur,Narpala,Ganganapalli,,,,,BC(W),,F,,
2014,MPTC,S.K.Sabeera,YSRCP,,Anantapur,Narpala,Gugudu,,,,,UR(W),,F,,
2014,MPTC,Loknath Akula,TDP,,Anantapur,Narpala,H.Sodanapalli,,,,,UR,,M?,,
2014,MPTC,Bandi Nagaraju,TDP,,Anantapur,Narpala,Kesepalli,,,,,BC,,M?,,
2014,MPTC,Sake Venugopal,TDP,,Anantapur,Narpala,Narpala 1,,,,,SC,,M?,,
2014,MPTC,Narpala Swathi Latha,YSRCP,,Anantapur,Narpala,Narpala 2,,,,,UR,,M?,,
2014,MPTC,Akula Anjaneyulu,TDP,,Anantapur,Narpala,Narpala 3,,,,,UR,,M?,,
2014,MPTC President,Akula Aruna,TDP,,Anantapur,Narpala,Narpala 4,,,,,UR,,M?,,
2014,MPTC,Mankini Vijayalakshmi,YSRCP,,Anantapur,Narpala,Narpala 5,,,,,BC(W),,F,,
2014,MPTC,Arigela Nallamma,TDP,,Anantapur,Narpala,Venkatampalli,,,,,SC(W),,F,,
2014,MPTC,Ramanjinamma,TDP,,Anantapur,Pamidi,Devrapalli,,,,,SC(W),,F,,
2014,MPTC,Gandi Kota Jaya Kumar,TDP,,Anantapur,Pamidi,Eddulapalli,,,,,BC,,M?,,
2014,MPTC,Nageswaramma,TDP,,Anantapur,Pamidi,Edururu,,,,,UR,,M?,,
2014,MPTC,Padmavathi,YSRCP,,Anantapur,Pamidi,Gajarampalli,,,,,ST(W),,F,,
2014,MPTC Vice President,Peramasani Lakshamma,TDP,,Anantapur,Pamidi,Khadara Peta,,,,,UR,,M?,,
2014,MPTC President,Gurram Sumithramma,TDP,,Anantapur,Pamidi,Palyam Thanda,,,,,UR,,M?,,
2014,MPTC,B.Rajini,YSRCP,,Anantapur,Pamidi,Ramagiri,,,,,BC(W),,F,,
2014,MPTC,Dasari Ramudu,TDP,,Anantapur,Pamidi,Vankaraju Kaluva,,,,,BC,,M?,,
2014,MPTC,Badiginchala. Nagarathnamma,TDP,,Anantapur,Peddapappur,Ammalladinne,,,,,BC(W),,F,,
2014,MPTC,Diddekunta Narayanappa,YSRCP,,Anantapur,Peddapappur,Chinnayakkalur,,,,,BC,,M?,,
2014,MPTC,Asadu. Chinnakatamaiah,TDP,,Anantapur,Peddapappur,Jutur,,,,,SC,,M?,,
2014,MPTC,Rodda Suneetha,YSRCP,,Anantapur,Peddapappur,Muchukota,,,,,BC(W),,F,,
2014,MPTC President,Peddakotla Subadramma,TDP,,Anantapur,Peddapappur,Narasapuram,,,,,UR,,M?,,
2014,MPTC Vice President,Gorthi Sreenivasulu,TDP,,Anantapur,Peddapappur,Pasalur,,,,,UR,,M?,,
2014,MPTC,Pulicherla Somaraju,TDP,,Anantapur,Peddapappur,Peddapappur,,,,,UR,,M?,,
2014,MPTC,Lodugureddy Aruna,YSRCP,,Anantapur,Peddapappur,Peddayakkalur,,,,,UR(W),,F,,
2014,MPTC,Lingutla Padmavathi,TDP,,Anantapur,Peddapappur,Somanapalli,,,,,UR(W),,F,,
2014,MPTC,K. Adi Lakshmi,TDP,,Anantapur,Peddapappur,Tabjula,,,,,SC(W),,F,,
2014,MPTC Vice President,Lakshminarayana,TDP,,Anantapur,Peddavadugur,Appecherla,,,,,BC,,M?,,
2014,MPTC,K. Girappa,TDP,,Anantapur,Peddavadugur,Chitrachedu,,,,,SC,,M?,,
2014,MPTC,Makireddy Mohan Reddy,YSRCP,,Anantapur,Peddavadugur,Dimmagudi,,,,,UR,,M?,,
2014,MPTC,Mudiyam Muthyala Reddy,YSRCP,,Anantapur,Peddavadugur,Gooty Anantapuramu,,,,,UR,,M?,,
2014,MPTC,R. Bhargavi,YSRCP,,Anantapur,Peddavadugur,Kristipadu 2,,,,,UR(W),,F,,
2014,MPTC,G. Ramadevi,YSRCP,,Anantapur,Peddavadugur,Kristipadu 3,,,,,SC(W),,F,,
2014,MPTC,A. Varalakshmi,YSRCP,,Anantapur,Peddavadugur,Lakshumpalli,,,,,BC(W),,F,,
2014,MPTC,G. Prabhavathi,YSRCP,,Anantapur,Peddavadugur,Medimakulapalli,,,,,UR(W),,F,,
2014,MPTC,E. Eramma,YSRCP,,Anantapur,Peddavadugur,Peddavadugur 1,,,,,BC(W),,F,,
2014,MPTC,Talari Lakshminarayana,TDP,,Anantapur,Peddavadugur,Peddavadugur 2,,,,,BC,,M?,,
2014,MPTC President,K. Leelavathi,TDP,,Anantapur,Peddavadugur,Penakalapadu,,,,,UR,,M?,,
2014,MPTC,Y. Nageswaramma,YSRCP,,Anantapur,Peddavadugur,Ravuludiki,,,,,UR(W),,F,,
2014,MPTC,K.Devamma,TDP,,Anantapur,Peddavadugur,Virupapuram,,,,,UR(W),,F,,
2014,MPTC,Yallamma,TDP,,Anantapur,Putlur,Arakatavemula,,,,,SC(W),,F,,
2014,MPTC,Gangadevipalli Munemma,TDP,,Anantapur,Putlur,Doseledu,,,,,BC(W),,F,,
2014,MPTC,Motati Jayasree,TDP,,Anantapur,Putlur,Kadavakallu,,,,,UR(W),,F,,
2014,MPTC,Chavva Polirerddy,YSRCP,,Anantapur,Putlur,Komatikunla,,,,,UR,,M?,,
2014,MPTC,V.Nadipiramanjaneyulu,YSRCP,,Anantapur,Putlur,Kummanamala,,,,,SC,,M?,,
2014,MPTC,Yarragolla Eswaramma,YSRCP,,Anantapur,Putlur,Maddipalli,,,,,BC(W),,F,,
2014,MPTC,Bhumireddy Sunitha,YSRCP,,Anantapur,Putlur,Putlur,,,,,UR,,M?,,
2014,MPTC President,Kummetha Sujatha,TDP,,Anantapur,Putlur,S.Vengannapalli,,,,,UR,,M?,,
2014,MPTC Vice President,Bhajantri Subbarayudu,IND,,Anantapur,Putlur,Sanagalguduru,,,,,BC,,M?,,
2014,MPTC,Madineni Anuradha,TDP,,Anantapur,Putlur,Surepalli,,,,,UR(W),,F,,
2014,MPTC,Pidapa Swrswathi,YSRCP,,Anantapur,Putlur,Yellutla,,,,,UR(W),,F,,
2014,MPTC,Kummari Purushotham,TDP,,Anantapur,Rayadurg,Udegolam,,,,,UR,,M?,,
2014,MPTC,H.Eswaramma,YSRCP,,Anantapur,Rayadurg,Avuladatla,,,,,SC,,M?,,
2014,MPTC,G.Ramanjineyulu,TDP,,Anantapur,Rayadurg,Baginayanakahalli,,,,,BC,,M?,,
2014,MPTC,Konthanapalli Yerramma,TDP,,Anantapur,Rayadurg,Bondanakal,,,,,BC(W),,F,,
2014,MPTC Vice President,Ananthamma,YSRCP,,Anantapur,Rayadurg,D.Kondapuramu,,,,,BC(W),,F,,
2014,MPTC,M.Suresh,YSRCP,,Anantapur,Rayadurg,Junjurampalli,,,,,BC,,M?,,
2014,MPTC,Ramesh Babu,TDP,,Anantapur,Rayadurg,Kenchanapalli,,,,,UR,,M?,,
2014,MPTC,S.Mothibai,YSRCP,,Anantapur,Rayadurg,Mechiri,,,,,ST(W),,F,,
2014,MPTC,N.Thimmakka,TDP,,Anantapur,Rayadurg,Nagireddypalli,,,,,BC(W),,F,,
2014,MPTC,Lakshmi,YSRCP,,Anantapur,Rayadurg,Pallepalli,,,,,SC(W),,F,,
2014,MPTC President,Bharathi,YSRCP,,Anantapur,Rayadurg,T.Veerapuramu,,,,,UR(W),,F,,
2014,MPTC,Kuruba Bheemappa,YSRCP,,Anantapur,Rayadurg,Vadrahonnur,,,,,BC,,M?,,
2014,MPTC,Harijana Ramappa,TDP,,Anantapur,Settur,Bachehalli,,,,,SC,,M?,,
2014,MPTC,Pujari Mahadevamma,IND,,Anantapur,Settur,Cherlopalli,,,,,UR(W),,F,,
2014,MPTC,Harijana Sarojamma,TDP,,Anantapur,Settur,Chinnampalli,,,,,SC(W),,F,,
2014,MPTC,Kuruba Jayamma,TDP,,Anantapur,Settur,Chintharlapalli,,,,,BC(W),,F,,
2014,MPTC,Kolimi Guruswamy,TDP,,Anantapur,Settur,Kanukuru,,,,,BC,,M?,,
2014,MPTC,Golla Thimmakka,TDP,,Anantapur,Settur,Lakshmampalli,,,,,UR(W),,F,,
2014,MPTC,Kataru Thippareddy,TDP,,Anantapur,Settur,Makodiki,,,,,UR,,M?,,
2014,MPTC Vice President,Talari Bommaiah,TDP,,Anantapur,Settur,Mulakaledu,,,,,UR,,M?,,
2014,MPTC President,Amaravathi Maanasa,TDP,,Anantapur,Settur,Perugupalyam,,,,,BC(W),,F,,
2014,MPTC,B.Nagaraju,TDP,,Anantapur,Settur,Settur,,,,,UR,,M?,,
2014,MPTC,Golla Kristappa,TDP,,Anantapur,Settur,Thippanapalli,,,,,BC,,M?,,
2014,MPTC,Dalavai Jayamma,TDP,,Anantapur,Settur,Yatakallu,,,,,UR(W),,F,,
2014,MPTC,Ankannagari Sunitha,TDP,,Anantapur,Singanamala,Akuledu,,,,,SC,,M?,,
2014,MPTC,C.Bhagyalakshmi,TDP,,Anantapur,Singanamala,Chakrayapeta,,,,,UR,,M?,,
2014,MPTC,P.Subbanna,TDP,,Anantapur,Singanamala,Kallumadi,,,,,BC,,M?,,
2014,MPTC Vice President,T. Lakshminarayanamma,TDP,,Anantapur,Singanamala,Peravali,,,,,BC(W),,F,,
2014,MPTC President,Sattireddy Amrutha,TDP,,Anantapur,Singanamala,Rachepalli,,,,,UR(W),,F,,
2014,MPTC,Agraharam Indravathi,TDP,,Anantapur,Singanamala,Salakamcheruvu,,,,,UR,,M?,,
2014,MPTC,Chinnamekala Rajeswari,TDP,,Anantapur,Singanamala,Singanamala  1,,,,,SC(W),,F,,
2014,MPTC,Kullayappa,TDP,,Anantapur,Singanamala,Singanamala  2,,,,,BC,,M?,,
2014,MPTC,V.Lakshmidevi,TDP,,Anantapur,Singanamala,Sodanapalli,,,,,UR(W),,F,,
2014,MPTC,Erikala Gangamma,TDP,,Anantapur,Singanamala,Tarimela,,,,,ST(W),,F,,
2014,MPTC,A.Anasuyamma,YSRCP,,Anantapur,Singanamala,Ullikallu,,,,,UR,,M?,,
2014,MPTC,Nagalakshmamma,TDP,,Anantapur,Singanamala,West Narasapuram,,,,,SC(W),,F,,
2014,MPTC,S.Nagalakshmi,TDP,,Anantapur,Tadipatri,Bhogasamudram,,,,,UR(W),,F,,
2014,MPTC,Kota Lakshmi Bhavani,TDP,,Anantapur,Tadipatri,Bodaipalli,,,,,UR(W),,F,,
2014,MPTC,Dorasingam Gari Dhanalakshmi,YSRCP,,Anantapur,Tadipatri,Bramhanapalli,,,,,UR(W),,F,,
2014,MPTC,T. Mallikarjunareddy,TDP,,Anantapur,Tadipatri,Chinnapolamada,,,,,UR,,M?,,
2014,MPTC,Medikurthi Narayanaswami,YSRCP,,Anantapur,Tadipatri,Chukkalur,,,,,UR,,M?,,
2014,MPTC,Dudekula Pedda Mabu,TDP,,Anantapur,Tadipatri,Diguvapalli,,,,,BC,,M?,,
2014,MPTC,T.Pullanna,TDP,,Anantapur,Tadipatri,Gangadevipalli,,,,,SC,,M?,,
2014,MPTC Vice President,Kakarla Ranganayakulu,TDP,,Anantapur,Tadipatri,Gannevaripalli  1,,,,,UR,,M?,,
2014,MPTC,B. Varalakshmi,TDP,,Anantapur,Tadipatri,Gannevaripalli 2,,,,,UR(W),,F,,
2014,MPTC,V.Sujatha,TDP,,Anantapur,Tadipatri,Gannevaripalli 3,,,,,BC(W),,F,,
2014,MPTC,Yampalaku Linganna,TDP,,Anantapur,Tadipatri,Peddapolamada,,,,,BC,,M?,,
2014,MPTC,Nadipi Obulesu,YSRCP,,Anantapur,Tadipatri,Sajjaladinne,,,,,UR,,M?,,
2014,MPTC,Dabbudupalli Padmavathi,TDP,,Anantapur,Tadipatri,Urichintala,,,,,SC(W),,F,,
2014,MPTC President,T. Gurulakshmi,TDP,,Anantapur,Tadipatri,Vanganur,,,,,BC,,M?,,
2014,MPTC,Bandaru Kullayamma,YSRCP,,Anantapur,Tadipatri,Venkatareddypalli,,,,,SC(W),,F,,
2014,MPTC,P.Hemalatha,TDP,,Anantapur,Tadipatri,Yerraguntapalli,,,,,BC(W),,F,,
2014,MPTC,D.Murali,TDP,,Anantapur,Uravakonda,Amidala 1,,,,,UR,,M?,,
2014,MPTC President,V.Sunkarathnamma,TDP,,Anantapur,Uravakonda,Amidala 2,,,,,BC,,M?,,
2014,MPTC,K.Ananthamma,TDP,,Anantapur,Uravakonda,Budagavi,,,,,UR(W),,F,,
2014,MPTC,Boya Suvarnama,YSRCP,,Anantapur,Uravakonda,Chinna Mustur,,,,,UR(W),,F,,
2014,MPTC,E.Chandrasakher,TDP,,Anantapur,Uravakonda,Lathavaram,,,,,SC,,M?,,
2014,MPTC,Bharath.M,YSRCP,,Anantapur,Uravakonda,Mopidi,,,,,SC(W),,F,,
2014,MPTC,H.Uligamma,YSRCP,,Anantapur,Uravakonda,Nerimetla,,,,,UR(W),,F,,
2014,MPTC,J.Rajanna,TDP,,Anantapur,Uravakonda,Nimbagal,,,,,UR,,M?,,
2014,MPTC,B.Purusitham,TDP,,Anantapur,Uravakonda,Pedda Kowkuntal 1,,,,,UR,,M?,,
2014,MPTC,V.Nirmala,TDP,,Anantapur,Uravakonda,Pedda Kowkuntal 2,,,,,UR(W),,F,,
2014,MPTC,R.Salamma,YSRCP,,Anantapur,Uravakonda,Raketla,,,,,ST(W),,F,,
2014,MPTC,B.P.Mallika,YSRCP,,Anantapur,Uravakonda,Shaiksanipalli,,,,,BC(W),,F,,
2014,MPTC,B.Haseena,TDP,,Anantapur,Uravakonda,Uravakonda 1,,,,,BC(W),,F,,
2014,MPTC,M.C.Sathyavalthi,YSRCP,,Anantapur,Uravakonda,Uravakonda 2,,,,,BC,,M?,,
2014,MPTC Vice President,P.Rajesh,TDP,,Anantapur,Uravakonda,Uravakonda 2,,,,,UR,,M?,,
2014,MPTC,B.Athaula,TDP,,Anantapur,Uravakonda,Uravakonda 2,,,,,UR,,M?,,
2014,MPTC,T. Vara Lakshmi,YSRCP,,Anantapur,Uravakonda,Uravakonda 3,,,,,BC,,M?,,
2014,MPTC,C.Chandramma,YSRCP,,Anantapur,Uravakonda,Uravakonda 5,,,,,UR(W),,F,,
2014,MPTC,C.Suseela,TDP,,Anantapur,Uravakonda,Uravakonda 6,,,,,BC(W),,F,,
2014,MPTC,P.Ravisankar,YSRCP,,Anantapur,Uravakonda,Uravakonda 7,,,,,UR,,M?,,
2014,MPTC,T.Sulochana,YSRCP,,Anantapur,Uravakonda,Uravakonda 8,,,,,BC(W),,F,,
2014,MPTC,B.Vijaykumar,YSRCP,,Anantapur,Uravakonda,Uravakonda 9,,,,,SC,,M?,,
2014,MPTC,H.Sumithramma,YSRCP,,Anantapur,Uravakonda,Vyasapuram,,,,,SC(W),,F,,
2014,MPTC Vice President,Talari Narayanappa,YSRCP,,Anantapur,Vajrakarur,Chabala,,,,,BC,,M?,,
2014,MPTC,Uma Devi Konduru,TDP,,Anantapur,Vajrakarur,Chayapuram,,,,,SC(W),,F,,
